ID,Herbario,Duplicatas,Type.statu,No..Herbar,Coletor,Coletores.,No.Voucher,Dia.de.col,Mes.de.col,Ano.de.col,Familia,Genero,especie,species,Autor,infra,nome.infra,Autor.infr,Determinad,Mes.da.det,Ano.da.det,Pa�.s,Estado,Estado.Sig,Cidade,Localidade,Lat,Lon,,,,,,,,,
1653,SPF,,,,N. Hensold,,296,2,12,1981,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,N.Hensold,_,1981,Brazil,Minas Gerais,MG,Diamantina,",29 Km da BR 367 entre Diamantina e Gouveia, Estrada para Conselheiro Mata,",-18.31111111,-43.86111111,,,,,,,,,
1646,SPF,,,,N. Hensold,,324,3,12,1981,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,N.Hensold,_,1996,Brazil,Minas Gerais,MG,Diamantina,",Estrada para Serro,",-18.32277778,-43.50555556,,,,,,,,,
1549,SPF,,,,N. Hensold,,340,3,12,1981,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,C.O. Andrino & F.N.Costa,_,1986,Brazil,Minas Gerais,MG,Serro,",2,5 km de Milho Verde,",-18.44166667,-43.48611111,,,,,,,,,
1647,SPF,,,,N. Hensold,,346,3,12,1981,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,N.Hensold,_,1986,Brazil,Minas Gerais,MG,Diamantina,",Estrada para Serro, 7-11 km de Diamantina,",-18.32222222,-43.50555556,,,,,,,,,
12856,SPF,,,,N. Hensold,,516,23,2,1982,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,N.Hensold,0,1986,Brazil,Minas Gerais,MG,Datas,,-18.35,-43.4,,,,,,,,,
1439,SPF,,,,N. Hensold,,662,9,4,1982,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,Hensold. N.,_,1986,Brazil,Minas Gerais,MG,Gouvêia,",7 km da BR 259, entre Gouv?ia e Curvelo, em trilha para Morro do Camilinho,",-18.53888889,-43.89722222,,,,,,,,,
2050,SPF,,,,N. Hensold,,694,11,4,1982,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,Hensol. N.,_,1986,Brazil,Minas Gerais,MG,Diamantina,",14 km da BR 367, entre Diamantina e Curvelo, na estrada para S?o Jo?o da Chapada,",-18.19444444,-43.7,,,,,,,,,
12849,SPF,,,,N. Hensold,,3601,31,10,1981,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,Hensold. N.,0,1986,Brazil,Minas Gerais,MG,Diamantina,"Serra do Espinha?o,",-18.131,-43.373,,,,,,,,,
12863,SPF,,,,N. Hensold,,3606,1,11,1981,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,Hensold. N.,0,1986,Brazil,Minas Gerais,MG,Diamantina,"Serra do Espinha?o,",-18.203,-43.405,,,,,,,,,
12850,SPF,,,,N. Hensold,,3612,2,12,1981,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,Hensold. N.,0,1986,Brazil,Minas Gerais,MG,Diamantina,"Serra do Espinha?o,",-18.121,-43.373,,,,,,,,,
12809,SPF,,,,N. Hensold,,3626,2,12,1981,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,Hensold. N.,0,1986,Brazil,Minas Gerais,MG,Diamantina,"Serra do Espinha?o,",-18.184,-43.514,,,,,,,,,
12836,SPF,,,,N. Hensold,,3638,3,12,1981,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,N.Hensold,0,1986,Brazil,Minas Gerais,MG,Diamantina,"Serra do Espinha?o,",-18.19,-43.302,,,,,,,,,
12834,SPF,,,,N. Hensold,,3651,3,12,1981,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,N. Hensold,0,1986,Brazil,Minas Gerais,MG,Serro,"Serra do Espinha?o,",-18.263,-43.291,,,,,,,,,
12833,SPF,,,,N. Hensold,,3847,9,4,1982,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,Hensold. N.,0,1986,Brazil,Minas Gerais,MG,Gouveia,"Serra do Espinha?o,",-18.322,-43.535,,,,,,,,,
12830,SPF,,,,N. Hensold,,3871,11,4,1982,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,N.Hensold,0,1986,Brazil,Minas Gerais,MG,Diamantina,"Serra do Espinha?o,",-18.114,-43.42,,,,,,,,,
1657,NY,,,,N. Hensold,,298A,,,1981,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,N.Hensold,,,Brazil,Minas Gerais,MG,Diamantina,"29 km from BR-367 between Diamantina and Gouv?ia, on the road to Conselheiro Mata,",-18.3111,-43.8611,,,,,,,,,
9244,MBM,,,,P. E. Gibbs,,5205,17,5,1977,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,C. O. Andrino,4,2011,Brazil,Minas Gerais,MG,Diamantina,",20 km S de Diamantina, Serra na estrada para Conselheiro Mata",-18.21676233,-43.72093385,,,,,,,,,
12857,SPF,,,,R. Mello-Silva,,11685,8,1,1988,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,,0,1990,Brazil,Minas Gerais,MG,Datas,"Morro do Coco,",-18.26,-43.41,,,,,,,,,
1555,SPF,,,,R. Mello-Silva,,CFCR 11685,8,1,1988,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,Giulietti. A.M.,_,1990,Brazil,Minas Gerais,MG,Datas,",Rodovia Datas-Serro, Morro do Coco,",-18.43333333,-43.68333333,,,,,,,,,
1558,HUEFS,,,,R. Mello-Silva,,CFCR11685,8,1,1988,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,N.Hensold,,,Brazil,Minas Gerais,MG,Datas,"Rodovia Datas-Serro, Morro do Coco,",-18.433333,-43.683333,,,,,,,,,
,,,,,S.N. Fonseca,,20,,,,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,C.O.Andrino,,,Brazil,Minas Gerais,MG,Buenópolis. ,Parque Nacional das Sempre Vivas. Região do Campo São Domingos. ,-17.914722,-43.791667,,,,,,,,,
12858,SPF,,,,V. C. Souza,,8457,13,3,1995,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,Hensold,7,2012,Brazil,Minas Gerais,MG,Presidente Kubitschek,,-18.34188,-43.35359,,,,,,,,,
12840,SPF,,,,V. C. Souza,,28369,25,2,2002,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,Hensold. N,3,2011,Brazil,Minas Gerais,MG,Diamantina,,-18.1301,-43.3537,,,,,,,,,
12816,SPF,,,,W. W. Thomas,,4840,22,11,1985,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,A.M.Giulietti,0,1986,Brazil,Minas Gerais,MG,Diamantina,,-18.1,-43.38,,,,,,,,,
2106,SPF,,,,W. W. Thomas,,,22,11,1985,Eriocaulaceae,Paepalanthus,comans,Paepalanthus comans,Silveira,,,,A.M.Giulietti,_,1986,Brazil,Minas Gerais,MG,Diamantina,",Rodovia Diamantina-Biribiri, 10-12 km de Biribiri,",-18.16666667,-43.63333333,,,,,,,,,
1239,DIAM,,,333,A. B. Amaral,A.C.Rocha & F.N.Costa,24,24,4,2004,Eriocaulaceae,Paepalanthus,eriophaeus,Paepalanthus eriophaeus,Ruhland,,,,F.N.Costa,1,2012,Brazil,Minas Gerais,MG,Congonhas do Norte,Serra do Capão Grande.,-18.92777,-43.69222222,,,,,,,,,
2390,R,,Holotypus,181880,A. Silveira,,HS,,7,1926,Eriocaulaceae,Paepalanthus,eriophaeus,Paepalanthus eriophaeus,Ruhland,,,,,,,Brazil,Minas Gerais,MG,Itacambira,Serra do Encostado,-17.06469,-43.30889893,,,,,,,,,
1295,DIAM,,,,C. J. Costa,"F.N.Costa, A.M.Souza & C.O.Andrino",22,18,6,2010,Eriocaulaceae,Paepalanthus,eriophaeus,Paepalanthus eriophaeus,Ruhland,,,,F.N.Costa,9,2011,Brazil,Minas Gerais,MG,Congonhas do Norte,,-18.84694,-43.74777778,,,,,,,,,
9446,DIAM,,,,C. O. Andrino,F.N.Costa; C.J.Costa; A.M. Souza,62,17,6,2010,Eriocaulaceae,Paepalanthus,eriophaeus,Paepalanthus eriophaeus,Ruhland,,,,F.N.Costa & C.O.Andrino,5,2011,Brazil,Minas Gerais,MG,Congonhas do Norte,,-18.8737,-43.72532599,,,,,,,,,
1205,DIAM,,,,C. O. Andrino,F.N.Costa; C.J.Costa; A.M. Souza,63,17,6,2010,Eriocaulaceae,Paepalanthus,eriophaeus,Paepalanthus eriophaeus,Ruhland,,,,F.N. Costa,1,2011,Brazil,Minas Gerais,MG,Congonhas do Norte,,-18.98111,-43.66333333,,,,,,,,,
2063,DIAM,,,2402,C. O. Andrino,,162,16,5,2011,Eriocaulaceae,Paepalanthus,eriophaeus,Paepalanthus eriophaeus,Ruhland,,,,C.O. Andrino & F.N.Costa,5,2011,Brazil,Minas Gerais,MG,Diamantina,Parque Estadual do Biribiri,-18.18722,-43.575,,,,,,,,,
1245,HUEFS,RB,,167925,D. C. Zappi,,2316,11,11,2009,Eriocaulaceae,Paepalanthus,eriophaeus,Paepalanthus eriophaeus,Ruhland,,,,,,,Brazil,Minas Gerais,MG,Santana de Pirapama,"Serra do Cipó, Capela de São José, Subida da Senhorinha, segundo platô.",-18.9175,-43.758056,,,,,,,,,
9021,MBM,,,129117,G. Hatschbach,V.Nicolack,53064,22,5,1989,Eriocaulaceae,Paepalanthus,eriophaeus,Paepalanthus eriophaeus,Ruhland,,,,F.N.Costa & C.O.Andrino,4,2011,Brazil,Minas Gerais,MG,Gouveia,,-18.60266,-43.87858189,,,,,,,,,
15622,SPF,"HDJF,RB,DIAM,UB",,SPF00230350,J. E. Q. Faria,,6584,23,9,2016,Eriocaulaceae,Paepalanthus,eriophaeus,Paepalanthus eriophaeus,Ruhland,,,,"Ramos, R.",7,2017,Brasil,Minas Gerais,MG,Diamantina,,-18.1251,-43.3513,,,,,,,,,
1182,BHCB,,,166466,L. Echternacht,"Fernandes, F; Ferreira Júnior, CA; Ordones, J",2286,29,1,2013,Eriocaulaceae,Paepalanthus,eriophaeus,Paepalanthus eriophaeus,Ruhland,,,,,6,2016,Brazil,Minas Gerais,MG,Santana do Riacho,"RPPN Brumas do Espinhaço e Ermo do Gerais, Na trilha para o mirante da Cachoeira Bicame.",-19.03333,-43.7,,,,,,,,,
2353,HUEFS,,,82939,M. J. G. Andrade,,504,4,4,2004,Eriocaulaceae,Paepalanthus,eriophaeus,Paepalanthus eriophaeus,Ruhland,,,,,,,Brazil,Minas Gerais,MG,Itacambira,Alto da serra.,-17.07916,-43.325556,,,,,,,,,
1970,BHCB,SPF,,111802,N. F. Mota,,903,3,9,2007,Eriocaulaceae,Paepalanthus,eriophaeus,Paepalanthus eriophaeus,Ruhland,,,,M. Trovó,9,2007,Brazil,Minas Gerais,MG,São Gonçalo do Rio Preto,Parque Estadual do Rio Preto,-18.23138,-43.35555556,,,,,,,,,
1366,SPF,,,34572,N. Hensold,,640,9,4,1982,Eriocaulaceae,Paepalanthus,eriophaeus,Paepalanthus eriophaeus,Ruhland,,,,F.N.Costa,1,2012,Brazil,Minas Gerais,MG,Gouveia,,-18.61666,-43.88333333,,,,,,,,,
1680,RB,,,651598,R. Mello-Silva,A. Salatino; D.Y.A.C. Santos,1142,14,6,1996,Eriocaulaceae,Paepalanthus,eriophaeus,Paepalanthus eriophaeus,Ruhland,,,,"TROVÓ,M.I.O",4,2017,Brazil,Minas Gerais,MG,Diamantina,,-18.29333,-43.7375,,,,,,,,,
14366,SPF,"B,HUFU,RB",,SPF00201748,R. Mello-Silva,,3408,13,4,2011,Eriocaulaceae,Paepalanthus,eriophaeus,Paepalanthus eriophaeus,Ruhland,,,,"Echternacht, L.",8,2011,Brasil,Minas Gerais,MG,Diamantina,,-18.16136,-43.381212,,,,,,,,,
9267,SPF,,,154356,T. Stützel,"A.M.Giulietti, R.Stützel e N.L.Menezes",19,25,2,1987,Eriocaulaceae,Paepalanthus,eriophaeus,Paepalanthus eriophaeus,Ruhland,,,,,,,Brazil,Minas Gerais,MG,Diamantina,,-18.17561,-43.57348811,,,,,,,,,
1776,BHCB,,,61102,V. L. Scatena,"Zappi, DC; Menezes, NL de; Prado, J",s.n.,,0,0,Eriocaulaceae,Paepalanthus,eriophaeus,Paepalanthus eriophaeus,Ruhland,,,,,6,2016,Brazil,Minas Gerais,MG,Diamantina,,-18.22546,-43.58640455,,,,,,,,,
3353,HUEFS,,,33994,A. M. Giulietti,,1365,27,3,1998,Eriocaulaceae,Paepalanthus,harleyi,Paepalanthus harleyi,Moldenke,,,,,,,Brazil,Bahia,BA,Rio de Contas,No caminho entre o campo do Queiroz e o pico das Almas,-13.53103,-41.88319455,,,,,,,,,
3421,HUEFS,,,112197,A. M. Giulietti,,1405,3,8,1998,Eriocaulaceae,Paepalanthus,harleyi,Paepalanthus harleyi,Moldenke,,,,,,,Brazil,Bahia,BA,Rio de Contas,Ponte do Coronel.,-13.55,-41.8,,,,,,,,,
3616,HUEFS,,,74620,A. M. Giulietti,,2183,15,4,2003,Eriocaulaceae,Paepalanthus,harleyi,Paepalanthus harleyi,Moldenke,,,,,,,Brazil,Bahia,BA,Rio de Contas,,-13.51071,-41.93937769,,,,,,,,,
3426,RB,,,739791,A. M. Giulietti,et al,26358,11,11,1988,Eriocaulaceae,Paepalanthus,harleyi,Paepalanthus harleyi,Moldenke,,,,A.M. Giulietti; L.R. Parra,,1991,Brazil,Bahia,BA,Rio de Contas,,-13.53333,-41.95,,,,,,,,,
3671,NY,,,504557,A. M. V. de Carvalho,,6633,,0,1998,Eriocaulaceae,Paepalanthus,harleyi,Paepalanthus harleyi,Moldenke,,,,,,,Brazil,Bahia,BA,Rio de Contas,"Pico do Itubira.  Cerca de 31 km SW da cidade, caminho para Mato Grosso",-13.40472,-41.88300455,,,,,,,,,
3530,HUEFS,,,91140,B. R. N. Araújo,,102,16,12,2004,Eriocaulaceae,Paepalanthus,harleyi,Paepalanthus harleyi,Moldenke,,,,,,,Brazil,Bahia,BA,Rio de Contas,Pico da Almas.,-13.51805,-41.941944,,,,,,,,,
3441,HUEFS,,,190024,D. Mendes,,16,18,10,2012,Eriocaulaceae,Paepalanthus,harleyi,Paepalanthus harleyi,Moldenke,,,,,,,Brazil,Bahia,BA,Rio de Contas,Trilha para o pico das Almas (início da trilha).,-13.53333,-41.95,,,,,,,,,
3450,HUEFS,,,69240,L. R. Senna,,73,17,1,2003,Eriocaulaceae,Paepalanthus,harleyi,Paepalanthus harleyi,Moldenke,,,,,,,Brazil,Bahia,BA,Abaíra,Base do Pico das Almas.,-13.5317,-41.88356777,,,,,,,,,
7700,K,,,K000988737,M. J. G. Andrade,,442,,0,0,Eriocaulaceae,Paepalanthus,harleyi,Paepalanthus harleyi,Moldenke,,,,,,,Brazil,Brazil,BA,Rio de Contas,,-13.48059,-41.8505888,,,,,,,,,
13392,SPF,RB,,SPF00031014,R. M. Harley,,19650,18,3,1977,Eriocaulaceae,Paepalanthus,harleyi,Paepalanthus harleyi,Moldenke,,,,"Moldenke, H.N.",0,1979,Brasil,Bahia,BA,,Serra das Almas,-13.51372,-41.96679241,,,,,,,,,
3455,NY,,,504556,R. M. Harley,,26334,,0,1988,Eriocaulaceae,Paepalanthus,harleyi,Paepalanthus harleyi,Moldenke,,,,A. M. Giulietti; L. R. Parra,,,Brazil,Bahia,BA,Rio de Contas,Pico das Almas.  Vertente leste.  Subida do pico do campo norte do Queiroz,-13.53,-41.97,,,,,,,,,
3368,BHCB,,,70358,R. M. Harley,,26356,,0,0,Eriocaulaceae,Paepalanthus,harleyi,Paepalanthus harleyi,Moldenke,,,,,,,Brazil,Bahia,BA,Rio de Contas,,-13.53103,-41.88319318,,,,,,,,,
14418,SPF,"B,BHCB,RB, NY",,SPF00074724,R. M. Harley,,26358,11,11,1988,Eriocaulaceae,Paepalanthus,harleyi,Paepalanthus harleyi,Moldenke,,,,"Giulietti, A.M.; Parra, L.R.",0,1991,Brasil,Bahia,BA,Rio de Contas,Pico das Almas,-13.50372,-41.96679241,,,,,,,,,
14417,SPF,"G,RB",,SPF00074723,R. M. Harley,,27051,1,12,1988,Eriocaulaceae,Paepalanthus,harleyi,Paepalanthus harleyi,Moldenke,,,,"Giulietti, A.M.; Parra, L.R.",0,1991,Brasil,Bahia,BA,Água Quente,Pico das Almas,-13.40881,-41.88574849,,,,,,,,,
3507,HUEFS,,,129806,R. M. Harley,,55655,20,8,2007,Eriocaulaceae,Paepalanthus,harleyi,Paepalanthus harleyi,Moldenke,,,,,,,Brazil,Bahia,BA,Rio de Contas,Subida para o Campo de Queiroz.,-13.52027,-41.936111,,,,,,,,,
3390,HUEFS,,,47588,R. P. Oliveira,,637,10,8,2000,Eriocaulaceae,Paepalanthus,harleyi,Paepalanthus harleyi,Moldenke,,,,,,,Brazil,Bahia,BA,Rio de Contas,Campo do Queiroz.,-13.52287,-41.93541758,,,,,,,,,
3354,HUEFS,,,33997,A. M. Giulietti,,1354,27,3,1998,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,,,,Brazil,Bahia,BA,Rio de Contas,No caminho entre o campo do Queiroz e o pico das Almas,-13.54416,-41.88859834,,,,,,,,,
3485,HUEFS,,,91154,B. R. N. Araújo,,120,16,12,2004,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,,,,Brazil,Bahia,BA,Rio de Contas,Pico da Almas.,-13.52444,-41.961667,,,,,,,,,
3474,HUEFS,,,83764,B. R. N. Araújo,,94esp 29,10,6,2004,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,,,,Brazil,Bahia,BA,Rio de Contas,"Após o corredor das Almas, base da subida final do Pico das Almas. Solo arenoso com muitos seixos.",-13.52527,-41.949167,,,,,,,,,
7161,SPF,,,,C. O. Andrino,A. Queiroz-Lima,323,28,1,2015,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,,,,Brazil,Bahia,BA,Rio de Contas,Brumadinho. Caminho para o Pico das Almas.,-13.54698,-41.8938191,,,,,,,,,
3433,HUEFS,,,190019,D. Mendes,,11,18,10,2012,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,,,,Brazil,Bahia,BA,Rio de Contas,Estrada de acesso à trilha para o pico das Almas.,-13.53333,-41.95,,,,,,,,,
3565,HUEFS,,,206050,D. S. Carneiro-Torres,,1195,25,1,2014,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,,,,Brazil,Bahia,BA,Rio de Contas,Caminho para o Campo do Queiroz sentido Pico das Almas.,-13.51611,-41.945278,,,,,,,,,
3478,BHCB,"BHCB, P",,137952,L. Echternacht,"Trovó, MLO; L. L. Giacomin",2058,8,7,2009,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,,,,Brazil,Bahia,BA,Rio de Contas,"Parque Municipal do Pico das Almas, Trilha de subida para o Pico das Almas, próximo ao Pico.",-13.52477,-41.96225,,,,,,,,,
3469,HUEFS,,,69742,L. N. Sátiro,,14,18,1,2003,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,,,,Brazil,Bahia,BA,Rio de Contas,"Pico das Almas, lado esquerdo da trilha para o topo.",-13.52611,-41.964444,,,,,,,,,
3685,HUEFS,,,68553,L. P. Félix,,9539,8,1,2000,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,,,,Brazil,Bahia,BA,Rio de Contas,Em um vale na subida para o Pico das Almas.,-13.50762,-41.94267608,,,,,,,,,
3494,RB,,,451921,M. Alves,"M. Costa e Silva, M. Loyola & V. Gomes",1376,21,10,1997,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,A.M. Giuliett,11,2008,Brazil,Bahia,BA,Rio de Contas,,-13.52305,-41.94166667,,,,,,,,,
13480,SPF,HUEFS,,SPF00091861,P. T. Sano,,52388,28,2,1992,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,"Andrino, C.O.",2,2016,Brasil,Bahia,BA,Abaíra,,-13.51973,-41.96686362,,,,,,,,,
3645,HUEFS,,,81823,P. T. Sano,,CFCR14701,1,3,1994,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,M.L.O.Trovó,5,2008,Brazil,Bahia,BA,Rio de Contas,Estrada entre o Distrito de Mato Grosso e o pé do Morro do Itabira.,-13.49247,-41.955511,,,,,,,,,
13475,SPF,,,SPF00031026,R. M. Harley,,19724,19,3,1977,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,"Giulietti, A.M.; Parra, L.R.",0,1991,Brasil,Bahia,BA,,Serra das Almas,-13.51681,-41.95907271,,,,,,,,,
3416,HUEFS,,,158776,R. M. Harley,,19804,21,3,1977,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,,,,Brazil,Bahia,BA,Rio de Contas,18km WNW along road from Vila do Rio de Contas to the Pico das Almas.,-13.55,-41.883333,,,,,,,,,
3371,BHCB,,,70449,R. M. Harley,,24388,,0,0,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,,,,Brazil,Bahia,BA,Rio de Contas,Pico das Almas,-13.54416,-41.88859697,,,,,,,,,
13486,SPF,"S,MO",,SPF00074729,R. M. Harley,,26217,19,11,1988,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,"Giulietti, A.M.; Parra, L.R.",0,1991,Brasil,Bahia,BA,Rio de Contas,Pico das Almas,-13.49681,-41.96907271,,,,,,,,,
13478,SPF,,,SPF00062165,R. M. Harley,,26333,10,11,1988,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,"Giulietti, A.M.; Parra, L.R.",0,1991,Brasil,Bahia,BA,Rio de Contas,Pico das Almas,-13.50681,-41.96907271,,,,,,,,,
13477,SPF,,,SPF00074728,R. M. Harley,,26366,11,11,1988,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,"Giulietti, A.M.; Parra, L.R.",0,1991,Brasil,Bahia,BA,Rio de Contas,Pico das Almas,-13.50681,-41.95907271,,,,,,,,,
3454,NY,,,504588,R. M. Harley,,26417,,0,1988,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,A. M. Giulietti; L. R. Parra,,,Brazil,Bahia,BA,Rio de Contas,Pico das Almas.  Vertente leste.  Subida do pico do Campo de Queiroz,-13.5217,-41.96807008,,,,,,,,,
3544,HUEFS,,,64082,R. M. Harley,,27047,1,12,1988,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,,,,Brazil,Bahia,BA,Água Quente,"Pico das Almas. Vertente oeste. Trilho do povoado da Sta Rosa, 23 km ao O da cidade.",-13.52052,-41.96805976,,,,,,,,,
3481,HUEFS,,,37855,R. M. Harley,,53667,27,3,1999,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,,,,Brazil,Bahia,BA,Rio de Contas,Subida para o Pico das Almas.,-13.52472,-41.962778,,,,,,,,,
3555,HUEFS,,,55949,R. M. Harley,,54201,13,4,2001,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,A.M.Giulietti,7,2005,Brazil,Bahia,BA,Rio de Contas,"Estrada para o Pico das Almas, Caminho da Fazenda Silvina para o Campo de Queiroz.",-13.51666,-41.933333,,,,,,,,,
3488,HUEFS,,,79804,R. M. Harley,,54402,19,5,2001,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,M.L.O.Trovó,5,2008,Brazil,Bahia,BA,Rio de Contas,Pico das Almas. Caminho para o Pico.,-13.52361,-41.961111,,,,,,,,,
3575,HUEFS,,,80002,R. M. Harley,,54446,11,2,2002,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,,,,Brazil,Bahia,BA,Rio de Contas,"Caminho para o Pico das Almas, na subida para o Campo do Queiroz.",-13.51444,-41.948333,,,,,,,,,
3395,RB,,,216825,S. A. Mori,"R.M. King, T.S. dos Santos & J.L. Hage",12478,22,6,1979,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,H. Moldenke,,1979,Brazil,Bahia,BA,Rio de Contas,,-13.53649,-41.94768409,,,,,,,,,
3747,NY,,,571608,W. Ganev,,720,,0,1992,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,N. Hensold,,,Brazil,Bahia,BA,Abaíra,Campos da Serra do Bicota,-13.32,-41.85,,,,,,,,,
7358,K,,,K000293135,W. Ganev,,2525,,0,0,Eriocaulaceae,Paepalanthus,macrocaulon,Paepalanthus macrocaulon var. contasensis,Silveira,var,contasensis,Moldenke,,,,Brazil,Bahia,BA,Abaíra,,-13.29769,-41.73335739,,,,,,,,,
5851,MBM,NY,,139402,A. B. Joly,,3626,,0,0,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,"Giulietti, AM",,,Brazil,Minas Gerais,MG,Santana do Riacho,Km 142 da rodovia - Belo Horizonte - Conceição do Mato Dentro,-19.18844,-43.64456408,,,,,,,,,
14447,SPF,,,SPF00030165,A. Furlan,,3582,9,4,1982,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,Anônimo,0,0,Brasil,Minas Gerais,MG,Gouveia,,-18.31,-43.55,,,,,,,,,
1461,SPF,,,30165,A. Furlan,"E.M.Isejima, N.L.Menezes, L.Rossi, N.Hensold e H.L.Wagner",CFCR 3582,9,4,1982,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,,,,Brazil,Minas Gerais,MG,Gouveia,,-18.51666,-43.91666667,,,,,,,,,
9044,P,,,,A. Glaziou,,19968,9,4,1896,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,,,,Brazil,Minas Gerais,MG,Formação,"Formaçao, Minas",-17.47001,-44.269927,,,,,,,,,
