ID,Herbario,Duplicatas,Type.statu,No..Herbar,Coletor,Coletores.,No.Voucher,Dia.de.col,Mes.de.col,Ano.de.col,Familia,Genero,especie,species,Autor,infra,nome.infra,Autor.infr,Determinad,Mes.da.det,Ano.da.det,Pa�.s,Estado,Estado.Sig,Cidade,Localidade,Lat,Lon,,,,,,,,,
1122,HUEFS,,,80310,A. M. Giulietti,,2490,16,8,2004,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,,,,Brazil,Minas Gerais,MG,Santana do Riacho,Serra do Cipó. Reserva do Patrimônio Particular,-19.16247,-43.63947244,,,,,,,,,
1434,DIAM,,,,A. M. Souza,"B.G.Silva, C.J.Costa & F.N.Costa",3,24,9,2009,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,F.N.Costa,6,2011,Brazil,Minas Gerais,MG,Gouveia,,-18.53916,-43.8975,,,,,,,,,
8690,RB,,,68994,A. P. Duarte,,2179,7,12,1949,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,N. Hensold & A.M. Giulietti,6,1982,Brazil,Minas Gerais,MG,Sete Lagoas,,-19.30192,-43.5928525,,,,,,,,,
9094,DIAM,,,1421,C. O. Andrino,F.N.Costa,12,10,9,2008,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,F.N.Costa,,,Brazil,Minas Gerais,MG,Diamantina,Campus JK da Universidade Federal dos Vales do Jequitinhonha e Mucuri.,-18.18979,-43.5506016,,,,,,,,,
2184,DIAM,SPF,,,C. O. Andrino,I.M.Franco,103,12,1,2011,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,F.N.Costa,6,2011,Brazil,Minas Gerais,MG,Diamantina,Parque Estadual do Biribiri,-18.09722,-43.56111111,,,,,,,,,
2081,DIAM,SPF,,,C. O. Andrino,,173,20,5,2011,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,C.O. Andrino & F.N.Costa,5,2011,Brazil,Minas Gerais,MG,Diamantina,Parque Estadual do Biribiri,-18.17972,-43.54333333,,,,,,,,,
2017,DIAM,,,,C. O. Andrino,M.M.Cota,180,1,6,2011,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,F.N.Costa,6,2011,Brazil,Minas Gerais,MG,Diamantina,Parque Estadual do Biribiri,-18.20722,-43.61,,,,,,,,,
2171,SPF,,,,C. O. Andrino,,219,26,9,2012,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,,,,Brazil,Minas Gerais,MG,Diamantina,Parque Estadual do Biribiri. Alto do Mocotó. Trilha para Boa Vista.,-18.13138,-43.61222222,,,,,,,,,
8878,SPF,,,,C. O. Andrino,"F. N. Costa, P. T. Sano, M. M. T. Cota, M. Trovó,L. Echternacht, R. Ramos, N. Roque",311,26,11,2014,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,,,,Brazil,Minas Gerais,MG,Olhos d'água,Parque Nacional das Sempre Vivas. Fazenda Álamo.,-17.91535,-43.86896838,,,,,,,,,
1348,BHCB,,,110260,D. T. Souza,T.E.Almeida; V.T.Giorni,196,8,6,2007,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,M. Trovó,6,2007,Brazil,Minas Gerais,MG,Gouveia,"Reservatório, PCH Quartel",-18.66611,-43.88027778,,,,,,,,,
9482,MBM,,,330063,E. Guarçoni,M.A.Sartori,1221,4,9,2004,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,F.N.Costa & C.O.Andrino,4,2011,Brazil,Minas Gerais,MG,Buenópolis,Serra do Cabral,-17.7631,-44.22025959,,,,,,,,,
14505,SPF,,,SPF00145018,F. N. Costa,,166,15,6,2000,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,"Costa, F.N.",6,2000,Brasil,Minas Gerais,MG,Jaboticatubas,Parque Nacional da Serra do Cipó,-19.25568,-43.618307,,,,,,,,,
1397,SPF,,,147334,F. N. Costa,P.Fiaschi e A.Lobão,302,9,7,2001,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,F.N.Costa,7,2001,Brazil,Minas Gerais,MG,Gouveia,,-18.58722,-43.89611111,,,,,,,,,
1419,SPF,,,147336,F. N. Costa,P.Fiaschi & A.Lobão,315,10,7,2001,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,"L. Echternacht, M. Trovó e C.O.Andrino",8,2012,Brazil,Minas Gerais,MG,Datas,,-18.56833,-43.62805556,,,,,,,,,
1747,SPF,,,174241,F. N. Costa,M.N.S.Oliveira e B.A.S.Dias,697,20,9,2003,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,F.N.Costa,,2004,Brazil,Minas Gerais,MG,Diamantina,,-18.25444,-43.51166667,,,,,,,,,
9005,DIAM,,,215,F. N. Costa,P.N.Costa,744,29,1,2004,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,F.N.Costa,,,Brazil,Minas Gerais,MG,Gouveia,"Ramo vicinal da BR 259 no km 501, ao lado da usina eólica.",-18.48609,-43.76741826,,,,,,,,,
1247,DIAM,,,52,F. N. Costa,"A.B.Amaral, A.C.Rocha",759,23,4,2004,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,F.N.Costa,,,Brazil,Minas Gerais,MG,Congonhas do Norte,Próximo à Extrema.,-18.91305,-43.6725,,,,,,,,,
1237,DIAM,,,43,F. N. Costa,"A.B.Amaral, A.C.Rocha",768,24,4,2004,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,F.N.Costa,,,Brazil,Minas Gerais,MG,Congonhas do Norte,"Serra Capão Grande, próximo à Extrema.",-18.92777,-43.69222222,,,,,,,,,
2306,DIAM,,,1504,F. N. Costa,"A.S.Quaresma, I.M.Araújo, B.G.Silva & C.O.Andrino",1165,10,12,2009,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,F.N.Costa,,,Brazil,Minas Gerais,MG,Joaquim Felício,Serra do Cabral.,-17.71333,-44.2375,,,,,,,,,
1467,DIAM,,,,F. N. Costa,"C. O. Andrino, I. M. Araujo, I. M. Franco & M. P. Tannure",1238,8,4,2010,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,F.N.Costa,6,2011,Brazil,Minas Gerais,MG,Serro,,-18.48888,-43.47166667,,,,,,,,,
1607,DIAM,,,,F. N. Costa,"I. M. Araujo, I. M. Franco, A. S. Quaresma & M. M. T. Cota",1280,22,4,2010,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,F.N.Costa,1,2011,Brazil,Minas Gerais,MG,Serro,PEPI,-18.39416,-43.35333333,,,,,,,,,
1206,DIAM,,,,F. N. Costa,"C. O. Andrino, A. M. Souza & C. J. Costa",1325,17,6,2010,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,F.N.Costa,,2010,Brazil,Minas Gerais,MG,Congonhas do Norte,,-18.98111,-43.66333333,,,,,,,,,
8945,Mus.Botanico Municipal,,,,G. Hatschbach,,29992,6,8,1972,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,M.L.O.Trovó,6,2015,Brazil,Minas Gerais,MG,Jaboticatubas,,-19.08107,-43.64090017,,,,,,,,,
6038,MBM,,,57313,G. Hatschbach,,42342,,0,0,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,"Moldenke, HN",,,Brazil,Minas Gerais,MG,Grão Mogol,Rio Itacambira,-16.50702,-42.89825065,,,,,,,,,
14542,SPF,,,SPF00209344,G. M. Antar,,96,3,9,2012,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,"Antar, G.M.",10,2012,Brasil,Minas Gerais,MG,Santana do Riacho,Serra do Cipó,-19.17688,-43.610007,,,,,,,,,
1007,NY,,,897739,G. M. Magalhaes,,18937,,0,1963,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,M. L. O. Trovó,,,Brazil,Minas Gerais,MG,Conceição do Mato Dentro,"Serra do Cipó, Km 130",-19.227,-43.5059,,,,,,,,,
1392,NY,,,897747,G. M. Magalhaes,,42624,,0,1942,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,M. L. O. Trovó,,,Brazil,Minas Gerais,MG,Serro,,-18.51639,-43.44235428,,,,,,,,,
1379,BHCB,,,64114,G. M. Magalhães,,2119,5,5,1942,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,,,,Brazil,Minas Gerais,MG,Serro,,-18.51639,-43.44255428,,,,,,,,,
918,NY,,,898058,H. L. de M. Barreto,,2534,,0,1933,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,N. Hensold,,,Brazil,Minas Gerais,MG,Santa Luzia,Serra do Cipó,-19.3884,-43.5398,,,,,,,,,
980,NY,,,897743,H. L. de M. Barreto,,2537,,0,1933,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,M. L. O. Trovó,,,Brazil,Minas Gerais,MG,Santa Luzia,Serra do Cipó- kl. 118,-19.2786,-43.5489,,,,,,,,,
1573,NY,UB,,897740,H. S. Irwin,,22020,,0,1969,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,M. L. O. Trovó,,,Brazil,Minas Gerais,MG,,"Serra do Espinhaço, ca. 28 km S.W. of Diamantina on road to Gouveia",-18.4234,-43.7026,,,,,,,,,
1533,NY,,,897741,H. S. Irwin,,22549,,0,1969,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,M. L. O. Trovó,,,Brazil,Minas Gerais,MG,Datas,"Serra do Espinhaço, vicinity of Datas",-18.4454,-43.6556,,,,,,,,,
2212,NY,,,897742,H. S. Irwin,,28083,,0,1970,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,M. L. O. Trovó,,,Brazil,Minas Gerais,MG,Diamantina,"Serra do Espinhaço, ca. 10 km N. of São João da Chapada, road to Inhaí",-18.0062,-43.7296,,,,,,,,,
1014,UB,,,,J. E. Q. Faria,"Câmara, PEAS; Costa, DP; Martins, DS; Amorim, PRF; Sousa, RV; Gonzaga, RMO; Car",1451,27,7,2011,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,"Trovó, MLO",10,2013,Brazil,Minas Gerais,MG,,"Margem da MG-010, en frente à entrada para Morro do Pilar",-19.2175,-43.506944,,,,,,,,,
14498,SPF,,,SPF00129604,J. R. Pirani,,4098,2,3,1998,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,"Costa, F.N.",8,2000,Brasil,Minas Gerais,MG,Congonhas do Norte,Serra da Carapina,-18.5212,-43.4414,,,,,,,,,
14510,SPF,,,SPF00163792,J. R. Pirani,,5144,19,1,2004,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,"Trovó, M.L.O.",0,2005,Brasil,Minas Gerais,MG,Congonhas do Norte,Serra Talhada,-18.484,-43.4509,,,,,,,,,
6178,MBM,,,139422,J. R. Pirani,,7940,,0,0,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,"Giulietti, AM",,,Brazil,Minas Gerais,MG,Cristalina,"Estrada para Mendanha, cerca de 12km de Diamantina",-18.51156,-43.589757,,,,,,,,,
6155,MBM,,,139421,J. R. Pirani,,7990,,0,0,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,"Giulietti, AM",,,Brazil,Minas Gerais,MG,Datas,"Morro do Coco, 3km da cidade em diração a Diamantina",-18.47141,-43.64753667,,,,,,,,,
14479,SPF,,,SPF00061817,J. R. Pirani,,10306,21,7,1987,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,Anônimo,0,0,Brasil,Minas Gerais,MG,Santana do Riacho,Serra do Cipó,-19.17568,-43.628307,,,,,,,,,
2223,BHCB,,,56288,L. Bedê,,s.n.,1,6,2000,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,,,,Brazil,Minas Gerais,MG,São Gonçalo do Rio Preto,Parque Estadual do Rio Preto.,-18.09197,-43.33942025,,,,,,,,,
990,BHCB,,,137900,L. Echternacht,"P. T. Sano; Gonella, PM",1648,15,5,2008,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,,,,Brazil,Minas Gerais,MG,Santana do Riacho,"Parque Nacional da Serra do Cipó., Caminho para afloramento rupestre das Velozias gigantes.",-19.25897,-43.516417,,,,,,,,,
1330,SPF,,,196044,L. Echternacht,T.V.Bastos,1753,10,7,2008,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,L.Echternacht,7,2008,Brazil,Minas Gerais,MG,Congonhas do Norte,,-18.83477,-43.74799349,,,,,,,,,
1591,SPF,,,196085,L. Echternacht,T.V.Bastos,1771,12,7,2008,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,L.Echternacht,3,2010,Brazil,Minas Gerais,MG,Santo Antônio do Itambé,Parque Estadual do Pico do Itambé,-18.39833,-43.32472222,,,,,,,,,
2086,BHCB,,,126913,L. Echternacht,"LA; Almeida, TE; Souza, DT; Viana, MM",1793,16,7,2008,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,,5,2014,Brazil,Minas Gerais,MG,Diamantina,"Parque Estadual do Birbiri, Caminho para a Lapa do Forno.",-18.17805,-43.544167,,,,,,,,,
2088,SPF,,,196047,L. Echternacht,T.V.Bastos,1793,16,7,2008,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,M.L.O.Trovó e L.Echternacht,2,2009,Brazil,Minas Gerais,MG,Diamantina,Parque Estadual do Biribiri.,-18.17805,-43.54416667,,,,,,,,,
2155,SPF,,,196048,L. Echternacht,T.V.Bastos,1818,16,7,2008,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,M.L.O.Trovó e L.Echternacht,2,2009,Brazil,Minas Gerais,MG,Diamantina,Parque Estadual do Biribiri.,-18.14444,-43.61388889,,,,,,,,,
14534,SPF,,,SPF00196046,L. Echternacht,,1838,21,7,2008,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,"Echternacht, L.",7,2008,Brasil,Minas Gerais,MG,Buenópolis,Parque Estadual da Serra do Cabral,-17.55687,-44.19168485,,,,,,,,,
2253,SPF,,,196046,L. Echternacht,T.V.Bastos,1838,21,7,2008,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,L.Echternacht,7,2008,Brazil,Minas Gerais,MG,Buenópolis,Parque Estadual da Serra do Cabral,-17.80127,-44.36631918,,,,,,,,,
1248,BHCB,,,166411,L. Echternacht,"LA; Bastos, TV; Abreu, F; Costa, C",2194,21,2,2012,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,,2,2012,Brazil,Minas Gerais,MG,Conceição do Mato Dentro,"Extrema, Caminho para a caverna Água Debaixo do Chão.",-18.9125,-43.673889,,,,,,,,,
1575,SPF,,,189950,M. M. M. Lopes,P.Fiaschi e S.Sant'Ana,970,15,7,2006,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,M.L.O.Trovó,,2006,Brazil,Minas Gerais,MG,Gouveia,,-18.42166,-43.70333333,,,,,,,,,
2287,DIAM,,,,M. M. T. Cota,"F.F.Araujo, F.R.Moura, M.A.V.Pedro, A.P.Lourenço & A.R.S.Garraffoni",46,10,7,2010,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,F.N.Costa,,2010,Brazil,Minas Gerais,MG,Diamantina,Parque Nacional das Sempre Vivas,-18.00386,-43.86974343,,,,,,,,,
1510,DIAM,,,,M. P. Tannure,"F.N.Costa, I.M.Araujo, I.M.Franco & C.O.Andrino",14,8,4,2010,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,F.N.Costa,6,2011,Brazil,Minas Gerais,MG,Serro,,-18.44944,-43.44305556,,,,,,,,,
1472,RB,,,594825,M. Verdi,"N. Pougy, G. Martinelli, D. Maurenza, E. Martins",6949,12,2,2014,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,Marcelo Trovó,4,2014,Brazil,Minas Gerais,MG,Serro,Monumento Natural Estadual Varzea do Lajeado e Serra do Raio/APA Água Vertentes,-18.47055,-43.48972222,,,,,,,,,
8820,F,Jardim Botânico de Belo Horizonte,,,Mello Barretto,,2538,24,8,1933,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,N.Hensold,,1987,Brazil,Minas Gerais,MG,Santa Luzia,,-19.06939,-43.69752474,,,,,,,,,
2148,SPF,,,34710,N. Hensold,,287,2,12,1981,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,,,,Brazil,Minas Gerais,MG,Diamantina,,-18.15,-43.61666667,,,,,,,,,
998,NY,,,898052,N. Hensold,,436,,0,1982,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,A. M. Giulietti,,,Brazil,Minas Gerais,MG,Santana do Riacho,"Serra do Cipó, Alto dos Palácios, 125 km by road from Lagoa Santa (21 km E of Hotel Chapeu de Sol), on road to Conceição do Mato Dentro.",-19.2444,-43.5444,,,,,,,,,
1553,SPF,,,34621,N. Hensold,,506,22,2,1982,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,,,,Brazil,Minas Gerais,MG,Serro,,-18.44166,-43.48611111,,,,,,,,,
1252,NY,,,898050,N. Hensold,,578,,0,1982,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,N. Hensold,,,Brazil,Minas Gerais,MG,,"Mpio. Fechados: Serra do Cipó, in the valleys of the Córrego dos Piões and Corrego Soberbo, about 5 km S of the Rio Preto.",-18.9111,-43.757,,,,,,,,,
1600,SPF,,,34555,N. Hensold,,607,5,4,1982,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,,,,Brazil,Minas Gerais,MG,Serro,,-18.39444,-43.33055556,,,,,,,,,
2117,SPF,,,34562,N. Hensold,,622,8,4,1982,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,,,,Brazil,Minas Gerais,MG,Diamantina,,-18.16666,-43.61666667,,,,,,,,,
1441,SPF,,,34576,N. Hensold,,651,9,4,1982,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,,,,Brazil,Minas Gerais,MG,Gouveia,,-18.53888,-43.89722222,,,,,,,,,
1452,SPF,,,34578,N. Hensold,,653,9,4,1982,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,F.N.Costa,5,2000,Brazil,Minas Gerais,MG,Gouveia,,-18.51944,-43.925,,,,,,,,,
14461,SPF,,,SPF00034710,N. Hensold,,3621,2,12,1981,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,Anônimo,0,0,Brasil,Minas Gerais,MG,Diamantina,Serra do Espinhaço,-18.09,-43.37,,,,,,,,,
14460,SPF,,,SPF00034621,N. Hensold,,3746,22,2,1982,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,Anônimo,0,0,Brasil,Minas Gerais,MG,Serro,Serra do Espinhaço,-18.263,-43.291,,,,,,,,,
14456,SPF,,,SPF00034555,N. Hensold,,3801,5,4,1982,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,Anônimo,0,0,Brasil,Minas Gerais,MG,Serro,Serra do Espinhaço,-18.40098,-43.34378721,,,,,,,,,
14457,SPF,,,SPF00034562,N. Hensold,,3815,8,4,1982,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,Anônimo,0,0,Brasil,Minas Gerais,MG,Diamantina,Serra do Espinhaço,-18.1,-43.37,,,,,,,,,
14458,SPF,,,SPF00034576,N. Hensold,,3837,9,4,1982,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,Anônimo,0,0,Brasil,Minas Gerais,MG,Gouveia,Serra do Espinhaço,-18.322,-43.535,,,,,,,,,
14467,SPF,,,SPF00038458,N. Hensold,,3896,21,4,1982,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,"Giulietti, A.M.",0,1985,Brasil,Minas Gerais,MG,Congonhas do Norte,Serra Talhada,-18.493,-43.423,,,,,,,,,
14592,SPF,,,SPF00034675,N. Hensold,,4178,22,3,1982,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,"Giulietti, A.M.",3,1985,Brasil,Minas Gerais,MG,Fechados,Serra do Cipó,-18.535,-43.445,,,,,,,,,
14466,SPF,,,SPF00038438,N. Hensold,,4236,11,5,1982,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,"Giulietti, A.M.",0,1983,Brasil,Minas Gerais,MG,Itambé do Mato Dentro,Serra do Cipó,-19.26968,-43.572307,,,,,,,,,
14462,SPF,,,SPF00034730,N. Hensold,,8519,14,2,1982,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,Anônimo,0,0,Brasil,Minas Gerais,MG,Santana do Riacho,Serra do Cipó,-19.16968,-43.602307,,,,,,,,,
877,BHCB,,,92882,P. G. Oliveira,,s.n.,1,6,2005,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,,,,Brazil,Minas Gerais,MG,Jaboticatubas,Serra do Cipó.,-19.15394,-43.66793037,,,,,,,,,
2015,BHCB,,,88282,P. L. Viana,N.F.Mota; L.E.Andrade,1790,10,5,2004,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,A.Giulietti,,,Brazil,Minas Gerais,MG,São Gonçalo do Rio Preto,Parque Estadual do Rio Preto,-18.20805,-43.31555556,,,,,,,,,
14543,SPF,,,SPF00213714,P. M. Gonella,,624,23,6,2013,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,"Andrino, C.O.",0,0,Brasil,Minas Gerais,MG,Congonhas do Norte,Serra Talhada,-18.48216,-43.43204,,,,,,,,,
14643,SPF,,,SPF00097574,P. T. Sano,,15304,20,3,1994,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,Ruhland,,,,Anônimo,0,0,Brasil,Minas Gerais,MG,Augusto de Lima,Serra do Cabral,-17.5938,-44.2147,,,,,,,,,
8923,SPF,,,66229,R. Kral,M.G.L.Wanderley,1407,31,10,1988,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,F.N.Costa,4,2005,Brazil,Minas Gerais,MG,Joaquim Felício,Serra do Cabral,-17.60637,-44.30520887,,,,,,,,,
14488,SPF,,,SPF00089757,R. M. Harley,,24931,13,10,1988,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,Anônimo,0,0,Brasil,Minas Gerais,MG,Buenópolis,Serra do Cabral,-17.53617,-44.23028485,,,,,,,,,
1556,SPF,,,133800,R. Mello-Silva,"M.F.L.Salatino, A.L.Dokkedal, D.Y.A.C.Santos, P.Affonso, M.C.P.Bonfim e C.V.Ricci",301,18,7,1990,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,F.N.Costa,,,Brazil,Minas Gerais,MG,Datas,,-18.43333,-43.68333333,,,,,,,,,
14693,SPF,HUEFS,,SPF00163733,R. Mello-Silva,,2412,20,1,2004,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,"Echternacht, L.",7,2012,Brasil,Minas Gerais,MG,Congonhas do Norte,Serra Talhada,-18.1519,-43.4455,,,,,,,,,
14533,SPF,RB,,SPF00196045,R. Mello-Silva,,3012,18,11,2007,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,"Echternacht, L.",3,2010,Brasil,Minas Gerais,MG,Botumirim,,-16.91864,-43.0484621,,,,,,,,,
14478,SPF,,,SPF00061674,R. Mello-Silva,,11083,19,7,1987,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,"Giulietti, A.M.",4,1990,Brasil,Minas Gerais,MG,Diamantina,,-18.15,-43.38,,,,,,,,,
14480,SPF,,,SPF00062095,R. Mello-Silva,,11126,20,7,1987,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,Anônimo,0,0,Brasil,Minas Gerais,MG,Serro,,-18.34,-43.35,,,,,,,,,
1423,SPF,,,62095,R. Mello-Silva,J.R.Pirani e D.C.Zappi,CFCR 11126,20,7,1987,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,,,,Brazil,Minas Gerais,MG,Serro,Trinta Réis,-18.56666,-43.58333333,,,,,,,,,
856,NY,,,897744,W. A. Archer,,4926,,0,1936,Eriocaulaceae,Paepalanthus,macrocephalus,Paepalanthus macrocephalus,(Bong.) Körn.,,,,M. L. O. Trovó,,,Brazil,Minas Gerais,MG,Santa Luzia,"Serra do Cipó, k. 121",-19.06751,-43.69726074,,,,,,,,,
